counterparty_id,counterparty_name,domicile,lei_code,onboarded_date,relationship_manager,credit_limit_usd,internal_rating,_true_a_id,_match_type
CP-005574,"Thomas, Lee and Greene",HK,9UPN00HZX9FQ9TEA7168,2014-09-20,Mark Tapia,84028122,1B,ENT-000270,matched
CP-007127,Smith-Smith LLC,JP,,2018-11-12,Shelby Clark,10289637,1B,ENT-009758,ambiguous
CP-004811,cruz-allen ab,SG,,2017-10-29,Shawn Hernandez,42642073,1A,ENT-000906,matched
CP-003116,Torres and Sons,NO,4V1T00XH376ZUGFLDT15,2016-04-08,Ashley Contreras MD,29521986,1A,ENT-000542,matched
CP-007331,Deleon-Carter Group,GB,,2016-11-05,Sharon Young,2881847,NR,ENT-003493,ambiguous
CP-006866,"Parsons, Diaz and",JP,U1EZ00RZJ69YUGY38T50,2016-08-16,Douglas Thomas,7267367,1B,ENT-008729,matched
CP-007625,Hill,AT,,2021-05-28,Sophia Cummings,55413202,NR,ENT-007810,ambiguous
CP-001109,Hernandez inc BV,SG,,2019-04-12,Jason Jones,47087621,1A,ENT-000140,matched
CP-006129,Williams-Smith Plc,GB,8C2W00EX285K8F447E37,2021-08-09,Gabriel Reeves,44087275,1A,ENT-002684,matched
CP-004154,Moyer-Sanchez LTD,ES,9VQG0055XQRZWQ9MPT61,2019-03-28,Ryan Torres,36850531,1B,ENT-004754,matched
CP-001868,Griffin Inc LTD,IE,,2011-10-22,Samantha Lawrence,27923897,1A,ENT-002038,matched
CP-003153,Maldonado plc SRL,JP,Z9Q800SU5NKC419U7769,2021-08-11,Jay Bradford,5190051,2A,ENT-000786,matched
CP-005782,"Friedman, Grant and Ferguson Ptrs",HK,OE5V007YKT2SDFI1EL56,2018-04-10,David Gonzalez,14933158,2B,ENT-005285,matched
CP-009757,Smith LLC Corporation,IE,,2022-10-12,Stephen West,78142494,2A,,unmatched
CP-002409,"Ford, Jordan and Garcia grp.",FR,,2019-12-27,Tara Rich,87940944,3B,ENT-009546,matched
CP-003371,Moore-Carroll & Ptrs,IE,0GPI009B8U3T721YDO76,2011-08-19,Sara Klein,41764557,3B,ENT-003767,matched
CP-008499,Adams-Murray,SE,,2016-01-31,Joshua Patel,55946501,2A,ENT-009799,ambiguous
CP-008048,"Logan,",AU,,2013-04-24,Deborah Wilson,61222958,2B,ENT-007002,ambiguous
CP-004990,Kelly-Norman gmbh,CH,,2015-08-15,Melissa Owens,3850053,1A,ENT-000499,matched
CP-001641,Taylor and Sons &,DE,OIT400B4VTZWTKGVDV38,2022-03-15,Angela Jennings,97123962,3B,ENT-008020,matched
CP-008685,Scott-Le Corporation,AU,,2021-03-07,Caroline Scott,36507940,2B,ENT-008296,ambiguous
CP-008544,"Williamson, Herman",LU,,2023-04-26,Joseph Duran,47883284,NR,ENT-005638,ambiguous
CP-002635,"Day, Parsons and Mendez hldgs",SE,,2013-09-06,Alyssa Brown,49297468,NR,ENT-007151,matched
CP-004994,Robinson-Jenkins GRP,JP,XANE007KXFVGVNM1C097,2020-10-10,Kimberly Smith,92744807,1B,ENT-006009,matched
CP-008378,"Miller, Pennington",JP,,2016-01-05,Christina Bird,64495555,NR,ENT-003843,ambiguous
CP-006560,Rodriguez-Galvan B.V.,JP,JFM9005JEW52XLMJIU14,2014-08-17,Perry Thompson,32666453,2B,ENT-005598,matched
CP-002600,"Goodwin, Aguirre and Tran & Ptrs",JP,,2021-10-30,Dana Robinson,24575675,2A,ENT-003513,matched
CP-002399,"Guerrero, Watson and Perry hldgs",NL,VWAT001L2O45BF81M167,2017-10-19,April Walker,67045207,NR,ENT-004058,matched
CP-005431,Perez GRP SAS,FR,,2012-10-15,Amanda Leblanc,21866355,2A,ENT-007000,matched
CP-007370,"Nguyen, Wallace",ES,,2012-08-23,Matthew West,47014813,1A,ENT-002795,ambiguous
CP-003427,Reilly Grp SRL,LU,,2018-05-01,Robert Holt,68709687,2B,ENT-001958,matched
CP-000282,Mcdonald-Williams sa,AU,3I3E003X1B2QJ9W9V590,2015-10-24,Rachel Duffy,8684275,2B,ENT-005065,matched
CP-002959,Mcdaniel-Espinoza Limited,SG,,2017-06-14,Brian Sutton,23952980,2B,ENT-003054,matched
CP-004208,Webster-Martinez Cap,SE,RXOW006S6CI0UBF33O17,2023-07-26,Bobby Jackson,64068914,2A,ENT-006534,matched
CP-007379,"Morales,",DE,,2014-01-02,Kayla White,65182441,1A,ENT-009821,ambiguous
CP-002663,Klein ltd. Ltd,AU,6LVX00NL8Z9QEBP9DU78,2020-02-12,Alyssa Miller,95547594,NR,ENT-002929,matched
CP-004194,combs-russell & co,AT,,2018-09-19,Elizabeth Bishop,81603220,2A,ENT-007740,matched
CP-009910,Miller Inc Partners,ES,,2022-08-15,Nicole Rodriguez,96410836,3A,,unmatched
CP-002262,Nixon L.L.C. Capital,DK,THWK00NP8B9GDKKK7I31,2022-10-04,Joann Durham,47748195,3A,ENT-004366,matched
CP-009449,"Shepard, Wallace and Murray NV",CA,BH2000A8CPFDPQFVYX93,2021-08-08,Ruben Henderson,60290342,2A,,unmatched
CP-006040,Lee-Jones S.A.,HK,QIGS00ZOHQCBG9E6EP97,2014-02-24,Shannon White,59000019,3B,ENT-004838,matched
CP-005850,"Welch, Duran and Meyer cap",DK,,2016-04-09,Chelsea Jefferson,60762580,3A,ENT-009119,matched
CP-006105,Scott Group L.L.C.,IE,,2020-04-03,Debbie White,78257203,2B,ENT-005940,matched
CP-003991,"Green, Horne and",IE,,2012-11-03,Ricky Moore,96851672,3B,ENT-003516,matched
CP-000508,Mayer llc Capital,NO,,2011-06-15,Michelle Armstrong,20992954,3B,ENT-009514,matched
CP-002383,Horton-Schroeder L.L.C.,IE,N9JT00IUJ5IR1WL2I413,2011-08-10,Amber Bennett,33144793,3B,ENT-003185,matched
CP-008319,"Garcia,",US,,2018-02-07,Samuel Carroll,94911945,2B,ENT-002476,ambiguous
CP-000230,Kirby-Russell ag,ES,0G0H00P4KXZLXZCF7O15,2012-09-22,Kelsey Hawkins,32012403,3A,ENT-009231,matched
CP-009173,"Tran, Jones and Brown AG",CH,,2022-11-12,Ruth Johnson,90653869,NR,,unmatched
CP-006210,"Smith, Rodriguez and Anderson",NL,,2011-04-29,Elijah Flores,12403144,2A,ENT-000571,matched
CP-004841,Johnson-Rogers Hldg,CH,G3DX00VL5PVYIOMK2E87,2018-03-07,Amanda Terrell,66400555,3B,ENT-000167,matched
CP-004639,Estrada P.L.C. AG,AU,,2013-05-05,Christina Warren,76992103,1B,ENT-005429,matched
CP-000361,"Chase, Mckay and Olsen & Ptnrs",SG,0IZO005I7PKVVDARV296,2013-05-25,Shannon Williams,12903082,3B,ENT-007652,matched
CP-005903,"Matthews, Harrington and Rodriguez",IT,,2018-05-04,Vanessa Pham,7770932,1A,ENT-001076,matched
CP-005271,"Wallace, Brown and Martinez",DE,2MFR00G63LHLQTYEG311,2023-02-27,Amanda Martin,15029925,1B,ENT-003403,matched
CP-004103,"Walter, Edwards and Rios ag",DE,EQBN00HL1N13JCAT9M93,2017-03-16,Steven Jones,27882218,2B,ENT-000024,matched
CP-004854,Shea-Mccarthy ag,SG,A1N900ND5SGKIZF0NC26,2011-12-05,John Gonzales,71195269,NR,ENT-002830,matched
CP-003835,Smith L.L.C. LLC,AU,M24200OM7ZTRJ67DXL75,2010-09-20,Warren Rivera,27996372,3B,ENT-000593,matched
CP-000822,Chase-Mcmillan GRP,NO,,2020-02-19,Jennifer Snow,76527125,2B,ENT-009492,matched
CP-004713,Werner grp. Capital,NO,,2010-03-02,Haley Stout MD,39400812,3A,ENT-007814,matched
CP-005543,Greene L.L.C. AB,DK,0IWH00FK2Z75USZJ2B77,2013-03-18,Tonya Jones,13467984,3B,ENT-004744,matched
CP-002241,"gonzalez, adkins and adams & co",JP,3EFE00AKLSSZ71E2KG90,2013-03-12,Martha Chase,47508678,1A,ENT-008302,matched
CP-008795,Vargas LLC,FR,,2014-11-14,Chad Young MD,99993941,NR,ENT-007815,ambiguous
CP-006774,"Fox, Stout and",AT,WPE0000IZBNMDXX6VV89,2022-08-30,Mrs. Stephanie Pearson,35104206,2A,ENT-007504,matched
CP-004875,Weaver-Baker cap,DK,,2021-06-19,Kimberly Robles,23974801,3A,ENT-004932,matched
CP-000560,Bailey Limited GmbH,AT,IVV400LP8UW1U8DAWS84,2010-06-08,Mary Hughes,48994475,2A,ENT-002944,matched
CP-002039,Craig-Ryan SRL,IE,WOUW00F60AWCI39WL978,2020-10-21,Michelle Shelton,23775007,2A,ENT-008586,matched
CP-000329,Vance-Garcia Limited,IE,,2014-03-20,Maria Bishop,77562488,1B,ENT-007677,matched
CP-001522,"Garrett, Stewart and Walker",NO,EVXK00NA2L82SU8EKI34,2011-03-08,Daisy Hill,66060996,2A,ENT-006680,matched
CP-006115,Lewis-Hill AB,NO,3V7700RMVG8MX7I5JU82,2019-09-06,Connie Randall,18230114,NR,ENT-008605,matched
CP-001861,"Wright, Scott and Evans llc",US,,2013-08-24,Amy Knight,31293840,2B,ENT-001587,matched
CP-000015,"Holmes, Williams and Wright",US,,2020-04-08,Melissa Davis,37677565,NR,ENT-000147,matched
CP-009763,Maddox-Gonzales Partners,HK,,2015-10-27,Anthony Bullock,18102547,3A,,unmatched
CP-002487,"Chavez, Sanchez and",JP,SAYA00WVTPR2FJLLAF33,2014-05-26,Ralph Hart,41428202,2B,ENT-002492,matched
CP-001640,"Harvey, Bradley and Burns A.G.",DE,UVCX009XG69D84LJ0N59,2020-08-28,Carolyn Williams,80240609,1A,ENT-009536,matched
CP-005164,Adams-Hernandez Hldg,SE,,2021-07-22,Alison Tucker,15079732,NR,ENT-006012,matched
CP-001435,Adams L.L.C. Group,SE,6RDV003R1MCGZXPQYL96,2011-08-25,Stephen Medina,21000128,1B,ENT-009434,matched
CP-006708,Hall and Sons,DE,,2014-05-11,Cory Stafford,14660445,3B,ENT-001515,matched
CP-001499,"Curtis, Turner and Taylor Ltd",IT,WHIG00GOVIXJWSX5E045,2015-11-14,Rebekah Miller,63787627,1B,ENT-005656,matched
CP-000196,"Kennedy, Johnson and Lucas S.A.S",FR,,2016-08-24,Grant Grant,29016169,3A,ENT-000498,matched
CP-009885,Washington PLC AB,DK,UA8U0049RC6AZMXL6Y80,2019-04-30,Stephanie Hernandez,95240409,1A,,unmatched
CP-000352,Barrett L.L.C. Group,SE,JFZ500J4MHK836IX2Z88,2013-10-29,Lisa Franklin,80331550,1B,ENT-009507,matched
CP-004124,Rose-Evans Cap,SE,LLWI00NU5WE9L5S6H338,2015-09-28,David Warren,69200688,NR,ENT-007551,matched
CP-003871,Farrell GRP Capital,NO,9WAI00HE9J02SMPD9T95,2014-05-10,Denise Mays,18981067,2B,ENT-006565,matched
CP-003295,Davis-Williams Cap.,NO,,2021-09-13,Joseph Jimenez,6153497,1A,ENT-004357,matched
CP-007214,"Graham,",NL,,2015-10-12,Kimberly Poole,21337181,2B,ENT-009061,ambiguous
CP-002994,"Ray, Craig and Park hldgs",AT,YZI7001RWHPMPCEM8M49,2021-11-04,Christine Sosa,23107383,1B,ENT-001571,matched
CP-002400,"Marshall, Johnson and Payne & Ptnrs",IE,,2015-05-04,Debbie Reynolds,86603043,NR,ENT-009586,matched
CP-004766,Cervantes-Garcia Cap.,SE,V2F100FK0ILBHVAB8C48,2015-08-22,Jimmy Lambert,41146255,1A,ENT-001255,matched
CP-001874,Jackson plc AG,LU,,2012-02-17,Abigail Scott,97094585,2A,ENT-006985,matched
CP-003988,Davenport-Rivera Cap.,FR,,2019-02-24,Robert Kelley,92123270,1B,ENT-008822,matched
CP-006373,"Schwartz, Christian and Knight S.A.S",HK,NFUH00YL4DYFZ54V9R14,2016-02-26,Donald Anderson,87823475,NR,ENT-002561,matched
CP-007678,Thomas Group,CH,,2011-08-24,Kim Faulkner,51181680,3B,ENT-006296,ambiguous
CP-000201,"Wood, Ramos and Sampson llc",US,SICV00PDQE97N6Y2C217,2021-01-03,Daniel Scott,49373125,3B,ENT-000339,matched
CP-004200,"Brewer, Williams and Burns B.V.",AU,JRGB00JBSJ1I8MIG9F97,2018-06-07,Jamie Williams,98925767,NR,ENT-009412,matched
CP-003462,"Hurst, Freeman and",SG,4H3G00M1BWYE6QVS8A16,2015-09-30,Joseph Bryant,29716269,NR,ENT-000166,matched
CP-007723,Schwartz-Harris,FR,,2015-06-13,Autumn Boyd,74754900,3A,ENT-001934,ambiguous
CP-008706,Martin-Fleming,JP,,2020-10-31,Sherri Cruz,38237792,1A,ENT-003124,ambiguous
CP-008256,Dominguez-Maynard,JP,,2018-08-25,Joyce Avila,5366413,3B,ENT-006155,ambiguous
CP-000739,Boyd and Sons Grp,FR,,2018-03-18,David Macias,74650305,3A,ENT-009218,matched
CP-008034,"Keith, Ford",AT,,2022-12-08,John Gutierrez Jr.,12701514,3A,ENT-009981,ambiguous
CP-004129,Oneill inc SAS,FR,,2022-09-11,Francisco Hawkins,52814767,2A,ENT-005519,matched
CP-003066,Hunt Incorporated Group,SG,,2018-09-30,Patrick Johnson,61515053,3A,ENT-008225,matched
CP-006747,Hardy-Wallace ltd.,IE,,2014-10-29,Mark Klein,96416556,1A,ENT-002549,matched
CP-007435,King,FR,,2012-05-06,Jasmine Powers,99730241,3B,ENT-009137,ambiguous
CP-006958,"Buchanan, Burke and",ES,,2016-09-30,Donna Mcguire,56838997,3B,ENT-006275,matched
CP-001020,"Mueller, Beck and Perez",IE,,2021-10-17,James Bass,68398377,NR,ENT-006132,matched
CP-000315,Davis-Stewart hldgs,CH,7JOX008I7L0OZ63HZE24,2015-10-05,Pamela Johnson,83734778,1B,ENT-008674,matched
CP-000655,Wolfe-Baker Cap,GB,,2022-01-27,Joseph Martinez,5970213,3B,ENT-003763,matched
CP-000102,"Blair, Bates and Daniels",CH,CXHW00R7YHENMBLE5179,2010-01-17,Colin Lara,592915,2B,ENT-005290,matched
CP-002893,Ellis Group LTD,SG,,2020-09-24,Jennifer Alexander,15561587,3B,ENT-007703,matched
CP-007432,"Bennett, Chavez",CH,,2019-06-07,Steven Boyd,47440358,3A,ENT-006006,ambiguous
CP-000986,Perez L.L.C. Capital,FR,ATQV009OB3MQW20X3R46,2016-01-04,Nicholas Smith,16531157,2A,ENT-001152,matched
CP-001187,"Ross, Stanley and Morgan Cap.",US,,2019-01-04,Devin Berger,66259575,1A,ENT-008535,matched
CP-000260,Hickman Limited BV,IT,CVCJ00WTL9TQVDZ4X137,2017-05-12,Robert Harris,50132021,2A,ENT-000048,matched
CP-000934,cunningham-phillips & co,ES,QJ140010AY5TDRWYUB93,2019-01-23,John Keller,27565349,NR,ENT-005181,matched
CP-008009,"Gonzalez, Wagner",DK,,2010-01-01,Victoria Martin,82318239,1A,ENT-003748,ambiguous
CP-000007,Zavala and Sons Ltd,HK,CL6F00ZPZN8VZYWI2S47,2022-09-16,Amanda Roberts DVM,9117261,2A,ENT-001995,matched
CP-006225,"Sweeney, Vance and Allen Hldg",DE,,2010-04-14,Shelby Long,11001133,3A,ENT-009943,matched
CP-007599,Taylor,AT,,2016-02-21,Meghan Walters,920625,1A,ENT-003464,ambiguous
CP-007196,"Perkins, Peterson",SE,,2012-05-08,Anthony Hendricks,62378710,2B,ENT-007995,ambiguous
CP-008167,"Dunn, Johnson",ES,,2013-08-22,Andrea Davis,20688199,2A,ENT-005747,ambiguous
CP-001926,"Kelly, Maxwell and Wilson A.G.",HK,,2018-04-19,Robert Smith,85516828,3A,ENT-001434,matched
CP-003924,Williams and Sons Cap,US,KACU00VEOJRBLB81XH56,2023-05-01,Audrey Mckinney,26311070,3B,ENT-004373,matched
CP-008264,Diaz,DE,,2023-07-19,Brian Palmer,62147460,NR,ENT-004061,ambiguous
CP-009888,"Strickland, Jennings and Armstrong LLC",US,,2018-02-17,Katherine Shelton,66418859,2B,,unmatched
CP-006148,"Harris, Ross and",BE,F6RD006RT3OJLNXORT58,2011-02-16,Joshua Burns,46915742,1A,ENT-003312,matched
CP-001786,David-Powers gmbh,LU,YR2P006XCW8AFMNE6X47,2021-02-16,Bradley Jackson,36848066,1B,ENT-000688,matched
CP-009941,Campbell-Mitchell AG,CH,V9Z700KZEDEUXNGA8M18,2019-12-04,Erin Travis,51188853,2B,,unmatched
CP-004048,Bailey-Pope & Ptrs,JP,,2018-10-06,Maria Black,52349844,3A,ENT-008508,matched
CP-007730,Love-Garcia &,AU,,2013-11-09,Anthony Davis,19496637,1A,ENT-000617,ambiguous
CP-002958,Bailey P.L.C. GmbH,HK,,2023-02-08,Jeffery Dyer,90259595,2A,ENT-008728,matched
CP-004803,"Robinson, Townsend and Hopkins llc",ES,FJ5P00IJXQTC8SJKG471,2010-10-20,Dawn Hernandez,24010246,2B,ENT-001941,matched
CP-002916,Perry-Arnold & Co,DE,,2011-01-31,Tracy Gonzales,86564626,3A,ENT-004187,matched
CP-003173,"Hill, Martinez and Rhodes Hldgs",NL,NLZT00WXOL4BKUU5CZ26,2013-11-19,Lisa Dean,84172204,1B,ENT-000607,matched
CP-009204,King-Jones NV,HK,,2018-05-27,Anthony Wilson,2244215,1B,,unmatched
CP-005668,Austin-Duran Hldgs,BE,,2010-01-27,Anna Santiago,95636998,NR,ENT-001436,matched
CP-006864,Beard-Wilson GRP,CA,X32400GSY5YBIPDLBG56,2017-07-11,Maureen Reid,91010188,NR,ENT-002142,matched
CP-005736,"Haney, Clark and Wiggins grp.",NL,,2019-09-28,Kelsey Hicks,71963253,1B,ENT-006380,matched
CP-008650,Compton,US,,2022-12-13,Jeffery Williams,39748432,3A,ENT-001513,ambiguous
CP-001732,Osborn GRP BV,LU,IQZ600DF08UPNZASYW23,2017-07-29,Tony Jones,36051155,1A,ENT-000625,matched
CP-001986,Green grp. AG,SG,,2013-05-11,Natasha Robertson,9376972,3B,ENT-002754,matched
CP-006288,Burns Inc. Group,FR,N9HT00693I6HNSHREL31,2019-12-05,Craig Gonzalez,63510892,NR,ENT-001908,matched
CP-008480,"Mcknight, Howard",CA,,2013-01-02,Diana Nguyen,8945974,1B,ENT-003350,ambiguous
CP-001768,Clark LTD Holdings,DK,,2011-07-25,Erica George,47080879,3B,ENT-002340,matched
CP-008291,White-Murphy SAS,FR,,2017-04-16,Brian Perez,43356581,3B,ENT-007366,ambiguous
CP-000708,Collins L.L.C. Partners,US,L1U400L8187CUB3Z7A26,2022-05-28,David Roberts,33485863,3A,ENT-006231,matched
CP-009826,Vincent Ltd NV,ES,,2010-03-10,Tammy Carlson,64474919,1B,,unmatched
CP-004657,Simmons LLC ltd.,HK,,2011-06-04,Vanessa Moore,31554067,1B,ENT-005010,matched
CP-004304,Carpenter-Williams gmbh,CH,,2011-09-09,Stephanie Miller,27202753,2B,ENT-009709,matched
CP-005653,Price-Parsons Grp,NO,,2022-11-22,Matthew Adams,55984790,3A,ENT-008533,matched
CP-006552,"Hernandez, Farmer and Banks",NO,5JSF00WI622J4Y6S7R69,2020-06-06,Benjamin Mitchell,80100566,1B,ENT-003549,matched
CP-008135,Hughes-Nicholson Holdings,AT,,2015-06-04,Daniel Thompson,76290714,3A,ENT-003813,ambiguous
CP-006694,"Miller, Doyle and Davis",IE,,2010-04-14,Joe Harris,5189280,NR,ENT-007320,matched
CP-004474,"Stewart, Miller and Jacobs cap",FR,226W000VQDHXF99O9T85,2022-11-23,Jesse Brown,37228142,3B,ENT-003716,matched
CP-000763,Michael-Ortega Hldgs,NL,RXI000U4PX238ZASWJ30,2023-06-17,Dana Barton,89832389,2A,ENT-004564,matched
CP-000899,"Carroll, King and Scott ag",CH,,2020-03-26,Scott Daniel,12980450,3B,ENT-002323,matched
CP-001687,Woods Limited AG,CA,MYFK00ZC7C53DOTE3N99,2012-03-18,Amy Lowery,30328676,2A,ENT-002777,matched
CP-003286,"Adams, Cole and Waters GRP",AT,2FSQ00GAOVV4H2PLB933,2023-05-23,Rebecca Zavala,2605264,1B,ENT-004459,matched
CP-004006,Whitney plc BV,IT,1OXH00FDXK31WBHTFN76,2016-02-28,Christopher Powell,7694426,2B,ENT-000586,matched
CP-007085,"Daniels,",US,,2017-07-16,Melinda Wilson,42743021,2A,ENT-000075,ambiguous
CP-009149,Walsh-Lee Inc,JP,K4MN00UHYFNRRPFDJR61,2010-02-03,Dr. Cheryl Burke DDS,96284361,2A,,unmatched
CP-005263,Anderson LTD & Partners,IT,Q38J008K0417Q3WXFK68,2020-10-02,Matthew Sims,95875865,3A,ENT-005972,matched
CP-001103,Hodge and,DK,,2016-02-02,Kim May,14295754,2A,ENT-006379,matched
CP-009718,Scott Group AB,SE,,2015-10-01,Regina Spencer,16632689,1A,,unmatched
CP-000382,Mckee GRP Group,DE,U3NQ00DZS3VWC0ZBRT56,2022-05-31,Philip Ferguson,36803630,3B,ENT-009182,matched
CP-005187,Reed Inc Plc,CA,JAWO00778S6764CAQK23,2021-03-28,Dennis Johnson,59271885,3B,ENT-000395,matched
CP-002836,Anderson Incorporated Holdings,AT,,2019-11-07,Amanda Morris,24930742,2B,ENT-009882,matched
CP-001233,"Stein, Kirby and Reed Limited",CA,XK9D00U7RMXFFTEM6G90,2014-08-07,Brian Martinez,88194310,3B,ENT-005725,matched
CP-000600,Cole P.L.C. Corporation,US,,2014-05-04,Steve West,44035798,3B,ENT-007590,matched
CP-003468,Lewis-Anderson grp.,FR,VXTQ0096DJ4C6EYNCF15,2021-06-11,Michael Gordon,38297042,NR,ENT-007725,matched
CP-002432,thompson-coleman corp,JP,2G3X00FZ2A0ZO3LXOQ59,2020-06-27,Tanya Horn,25777839,1A,ENT-008460,matched
CP-009079,Thomas-Singleton Holdings,DK,YM9P00IL3FHYCL2UGA76,2017-08-19,Misty Coleman,81741884,2B,,unmatched
CP-002957,"Thomas, Bradley and",IT,R07700JY60PROPRRGN37,2020-04-30,Tara May,81820868,NR,ENT-005841,matched
CP-000584,Ramirez llc GmbH,DE,47AM008W86DTQ0MUEO50,2012-05-29,Jodi Perkins,56744467,2B,ENT-006703,matched
CP-000641,"Murray, Dunn and Roberts N.V.",NL,,2022-12-14,Travis Barrett,55198368,3B,ENT-001315,matched
CP-005361,Myers-Butler grp.,NL,16MU00797TWO4X1HHA78,2022-06-18,Lynn Jennings,73426001,2A,ENT-003356,matched
CP-002860,Tucker-Hodges AB,DK,,2014-01-22,Michael Singleton,57945810,1A,ENT-002968,matched
CP-003647,"Guerrero, Peck and",CH,6WYQ00MLH13C71UD2Z22,2016-06-16,Todd Jones MD,39562216,3A,ENT-000238,matched
CP-006933,May LTD Capital,SE,ESEV00GC0QTXXWCETG87,2012-05-02,William Barber,84314161,3A,ENT-000891,matched
CP-004407,"Gould, Marshall and",LU,80RM00HRCNBH6NQQB951,2019-01-12,Natasha Allen,62875168,2A,ENT-000181,matched
CP-007271,Moore,IE,,2013-03-14,Bradley Reeves Jr.,67510245,1B,ENT-005460,ambiguous
CP-005211,marshall and sons srl,HK,7MCU007WHZFQ5201XC27,2014-12-07,Heather White,92297437,NR,ENT-004794,matched
CP-002466,Johnson-Rice AB,DK,,2022-03-06,Stacey Ingram,19248051,3B,ENT-002461,matched
CP-009514,Reynolds and Sons SRL,LU,GF7500UO8VQGX8TS2W57,2015-05-03,Linda Shelton,77955200,3B,,unmatched
CP-003612,Johnson and Sons ag,AT,0HJC006SOM16OT0FZZ37,2020-10-16,Emily Olson,13203004,3B,ENT-006952,matched
CP-002222,"Heath, Warren and Mcbride AB",CA,612000OGLYUZHYACGS85,2019-03-30,David Diaz,3443563,2B,ENT-004108,matched
CP-007329,"Wiley, Morgan",HK,,2020-11-25,Jessica Henry,21306425,2B,ENT-008278,ambiguous
CP-006124,Klein llc NV,SG,7650008283W1NVD08N52,2013-11-26,Carol Rodriguez,70287520,2A,ENT-009235,matched
CP-008242,"Garner, Campbell",FR,,2013-04-24,Margaret Lopez,78823254,3A,ENT-004504,ambiguous
CP-007502,Baker,FR,,2012-07-20,Robin Robinson,22570028,2B,ENT-000026,ambiguous
CP-004796,Murphy llc Holdings,SE,26OQ00ZXTGDE43DED919,2021-12-18,Debra Brown,86930265,2A,ENT-007454,matched
CP-007897,Garcia-Carlson Corporation,ES,,2013-06-18,Ann Gonzalez,98535865,1A,ENT-008501,ambiguous
CP-006220,Ramirez-Cruz AB,GB,Y22C00S9NXONRPXA6K25,2010-09-05,Joanne Lewis,48584162,2B,ENT-003503,matched
CP-008785,Graham Group,ES,,2020-11-12,Aaron Williams,6819997,1B,ENT-000411,ambiguous
CP-004525,Mcdaniel-Young S.A.,JP,,2017-02-15,Marc Zavala,43106491,3A,ENT-002190,matched
CP-004087,"Dyer, Perez and Morgan Ptrs",CA,3TZT00O5OGCJTP7GSI42,2012-04-06,Carrie Cook,77931485,3A,ENT-006998,matched
CP-002167,"Brown, Bradford and Lawson Ptnrs",GB,0XS400GRLTUD6DLGJV52,2017-07-17,David Houston,83901476,1A,ENT-005715,matched
CP-007674,Sullivan,DE,,2021-08-20,Joseph Clark,67327896,1A,ENT-002927,ambiguous
CP-003061,Barnes-Johnson S.A.S,FR,,2014-04-09,Michael Snyder,92146723,2B,ENT-004428,matched
CP-007135,"Ramos, Gray",DE,,2013-05-30,Lisa Garrett,94075338,2B,ENT-009787,ambiguous
CP-008944,"Lopez, Gutierrez",GB,,2015-03-19,Emily Perkins,38107568,1A,ENT-004620,ambiguous
CP-002620,"Cordova, Russell and Richards sa",FR,R5VP00WNHCDOIIBFB229,2010-12-27,Katie Larson,46720170,NR,ENT-007244,matched
CP-006613,Gomez-Jenkins GRP,FR,T0SX005WVFGYW6ZBNZ66,2016-11-15,Austin Joseph,70884029,3A,ENT-000059,matched
CP-005740,Hill LTD Group,BE,OY5U0004RIPWN3KE9O84,2020-05-12,Mary Gallagher,47524780,1A,ENT-000674,matched
CP-007265,Williams,SE,,2015-03-22,David Henderson,40867798,1A,ENT-005620,ambiguous
CP-002744,Vega-Thomas B.V.,CH,DGBA00SNHMH79PIU4A20,2020-11-26,Ashley Sanders,56741632,2A,ENT-006917,matched
CP-009791,Mitchell-Campbell GmbH,CH,,2020-05-06,Gabriela Phillips,22339275,2A,,unmatched
CP-001130,"romero, reilly and mitchell & co",AT,JG9000MBB12JHMPA5M54,2014-07-30,Noah Bryant,93139251,3A,ENT-003586,matched
CP-001450,"Woods, Kaufman and Hawkins Cap.",DK,LF9K00DWMHENWTKF5T47,2020-12-14,Meghan Shea,29351933,1B,ENT-007256,matched
CP-008301,Meyer,LU,,2014-02-13,Sarah Bradford,76980901,1B,ENT-002716,ambiguous
CP-000048,Jensen Limited Holdings,AT,MUZQ00GAE8ZR551NPJ50,2013-12-07,Rebecca Sullivan,55397435,2B,ENT-008755,matched
CP-007646,Montes LLC,IE,,2013-11-23,Lisa Young,54166717,1A,ENT-001736,ambiguous
CP-002427,"Hughes, Whitney and Romero",CA,1F3A00J8G5950NTLRA18,2014-10-29,Angela Thompson,16430050,1A,ENT-001630,matched
CP-008801,"Adams,",FR,,2022-02-22,Elizabeth Miller,33049807,3B,ENT-007648,ambiguous
CP-005492,"Powers, Carrillo and Harris",DE,,2011-01-09,Jeremy Harris,25608567,2B,ENT-004509,matched
CP-001041,"Smith, Ryan and Gonzalez",IT,,2017-12-21,Karina Anthony,37945537,3A,ENT-006303,matched
CP-002524,Nguyen P.L.C. Holdings,SG,BJS700P1XKZ3W1E90Q32,2013-05-18,Timothy Roberts,80332166,1A,ENT-005402,matched
CP-008358,Dunn,JP,,2020-03-07,Cory Mccarthy,61160160,3B,ENT-009627,ambiguous
CP-001566,Fischer Plc Group,GB,HU1A007KGQE9XQVW7T71,2018-12-07,James Potter,31898710,2A,ENT-003645,matched
CP-001998,Smith-Ramirez P.L.C.,IE,88SU00KE8XO7I88MMS93,2012-11-22,Thomas Williamson,82340890,3A,ENT-002400,matched
