counterparty_id,counterparty_name,domicile,lei_code,onboarded_date,relationship_manager,credit_limit_usd,internal_rating,_true_a_id,_match_type
CP-000927,"Frazier, Ramirez and Brown & Co",ES,,2015-06-06,John Rose,2573434,3B,,unmatched
CP-000956,"Torres, Hansen and Ford Group",DE,,2014-12-23,Aaron Baker,87857204,2B,,unmatched
CP-000379,Kerr-Evans cap,US,BMFB00UVLDD9FKXZUU68,2019-08-29,Dawn Wyatt,80236436,3B,ENT-000229,matched
CP-000616,Green-Wright inc,HK,L2LJ00K4Q5V7C6S5NK16,2017-10-18,Robin Johnson,57218764,3B,ENT-000153,matched
CP-000091,Boone LLC Inc.,CA,D07000EN48UACT49LN96,2020-11-25,Eric Hunter,92080630,2B,ENT-000379,matched
CP-000266,Richardson Limited Corporation,CA,QZTI00O4M7PP0PNNLO77,2021-08-28,Daniel White,39198525,3B,ENT-000585,matched
CP-000521,"Flores, Harper and",AU,,2021-07-31,Chad Roach,58301944,2B,ENT-000683,matched
CP-000795,May-Turner SAS,FR,,2015-07-04,Nicholas Terrell,14412148,1A,ENT-000552,ambiguous
CP-000766,Jones,NL,,2023-08-28,Jamie Snyder,68211555,2A,ENT-000078,ambiguous
CP-000789,Gomez-Jenkins Group,FR,,2022-01-22,Joanna Kelly,52684867,2A,ENT-000059,ambiguous
CP-000347,"Rivera, Martinez and Richardson A.G.",DE,,2018-11-23,Mitchell Wilson,85983279,1B,ENT-000500,matched
CP-000831,Gonzalez Group,SE,,2011-03-30,Michael White,64696503,3A,ENT-000113,ambiguous
CP-000747,Barnes,CH,,2013-12-21,Michael Mckinney,35559875,3A,ENT-000953,ambiguous
CP-000307,Hernandez-Vaughn Grp,DE,UIDC0000M6CU88WLXW17,2013-03-05,Sarah Randolph,96243914,NR,ENT-000594,matched
CP-000370,Kane P.L.C. GmbH,DE,X6IV009RYDVN9ZKELZ78,2021-02-15,Robert Clarke,34421106,1A,ENT-000385,matched
CP-000295,"Porter, Schultz and",CH,,2018-09-13,Matthew Wells,53811215,3B,ENT-000790,matched
CP-000947,"Walker, Walls and Ramirez SA",FR,,2012-10-22,Joshua Griffin,98567184,2A,,unmatched
CP-000635,Edwards-Scott LTD,LU,,2017-05-25,David Mcdaniel,80590408,3B,ENT-000369,matched
CP-000209,"Mcdaniel, Bentley and Mclaughlin Corp",US,,2016-02-18,Lisa Torres,49928955,2B,ENT-000126,matched
CP-000774,"Robinson, Shields",AT,,2013-03-28,Brandon Smith,50599221,1B,ENT-000681,ambiguous
CP-000070,"Ellison, Arias and",HK,,2020-06-19,Suzanne Jones,27923865,2A,ENT-000832,matched
CP-000330,Johnston-Hines gmbh,HK,,2015-04-05,Renee Mendez,43085676,2B,ENT-000248,matched
CP-000994,Guerrero PLC Holdings,GB,OI0S00F8W9USI652BQ76,2021-10-08,Rebecca Harris,27308992,1A,,unmatched
CP-000897,"Shelton,",US,,2016-10-03,Christopher Porter,62507660,3B,ENT-000687,ambiguous
CP-000870,"Anderson,",JP,,2013-07-07,Elizabeth Ferguson,82426917,3A,ENT-000669,ambiguous
CP-000566,"Miller, Davis and Anderson Cap.",SE,,2022-04-13,Anna Ross,19865067,3B,ENT-000957,matched
CP-000344,Love-Garcia & Co,AU,,2012-04-30,Mr. Larry Shaw,54530126,NR,ENT-000617,matched
CP-000410,Harvey plc Limited,GB,7GA200IZ5P3VOB5APO77,2015-09-23,Kristine Carrillo,17885811,2B,ENT-000328,matched
CP-000310,Sheppard-Jordan Hldg,IT,,2012-09-12,Mr. Carl Rios,91080254,3A,ENT-000799,matched
CP-000275,"Graham, Olsen and",GB,,2011-12-04,Janice Fernandez,93691614,1B,ENT-000251,matched
CP-000393,Walsh Limited Holdings,NL,6QSR00ER6LUU6IF31D56,2022-06-05,Miss Kelly Dawson,96053914,3B,ENT-000738,matched
CP-000249,"Guzman, Hoffman and Baldwin & Ptrs",IE,,2018-07-10,Cynthia Mueller,82322559,1B,ENT-000004,matched
CP-000611,"Brown, Romero and",CH,COKZ005SYJ3D6M1FMP70,2020-09-13,David Moreno,35465030,2B,ENT-000425,matched
CP-000824,Ruiz,ES,,2018-12-08,Michael Nixon,37067156,3A,ENT-000249,ambiguous
CP-000951,"Riddle, Lara and Roberts Capital",SE,023600QK3QHAD3M6JR29,2020-04-07,Tracy Coleman,44139823,3B,,unmatched
CP-000219,Jones and Sons bv,NL,BRMQ00G1VED32LX2TO62,2013-09-09,Levi Lopez,49615955,2B,ENT-000240,matched
CP-000486,"Mueller, Stevenson and Sanchez grp.",NO,2F5N00K4OTBGDPUH4G13,2011-01-13,Omar Price,87423688,3A,ENT-000945,matched
CP-000710,Cortez,CA,,2022-12-31,Emily Herrera,52614007,2B,ENT-000129,ambiguous
CP-000735,Anderson-Wood Limited,AU,,2019-03-20,Christine Bell,67251414,2B,ENT-000559,ambiguous
CP-000208,Manning GRP Corp,LU,UG0I00T26YS445GDEJ81,2011-07-01,April Davis,97795437,1A,ENT-000152,matched
CP-000064,"moore, hopkins and le & co",CH,EFZ100C25XNOFG780333,2021-03-08,Kathryn Lester,68018454,3B,ENT-000547,matched
CP-000605,Hayes L.L.C. Capital,GB,T9UA0009W1GXHG403N43,2013-07-17,Samuel Keller,19664550,1A,ENT-000432,matched
CP-000170,Richards-Carson Inc.,LU,7KKG000ATCBRLQMN4426,2015-05-11,Jon Clark,74471081,NR,ENT-000326,matched
CP-000972,Parker and Sons GmbH,DE,YUF100TK83W1Y6ZUOE96,2014-11-22,Blake Vazquez,9975253,1A,,unmatched
CP-000664,Carter-Neal & Co,DE,7IT700XXDSBRP14XHL85,2017-02-28,Richard Hunt,78261548,1A,ENT-000781,matched
CP-000530,"Ramos, Nelson and Fischer Hldg",SE,,2010-05-17,Mary Ryan,86766133,2A,ENT-000394,matched
CP-000415,Cortez LLC ltd.,CA,9BOQ000IQ2FA39E3NW92,2010-05-10,Kelli Smith,54860864,1B,ENT-000129,matched
CP-000165,"Reyes, Chase and Jenkins",AT,3STT001EQC37RLN36V53,2012-03-11,Breanna Rivas,78344475,3B,ENT-000279,matched
CP-000558,"Baker, Clark and Armstrong Ptnrs",IE,,2012-12-02,James Barber,55346410,2B,ENT-000550,matched
CP-000189,Wright-Davis Hldgs,SE,PQ5B00O20P6HGWLKOB68,2022-05-21,James Howard,19975393,1B,ENT-000561,matched
CP-000797,"Howard, Green",CA,,2016-12-22,Ann Kennedy,19316298,3A,ENT-000706,ambiguous
CP-000479,Ward and Sons Cap.,SE,,2012-05-17,David Torres,58880031,NR,ENT-000774,matched
CP-000604,Ray Plc Group,CH,7K9800XVI673KLLZCU38,2017-11-21,Alejandra Price,66172249,1B,ENT-000820,matched
CP-000343,Baker and Sons S.A.S,FR,,2019-06-21,Heather Parrish,81490183,1B,ENT-000026,matched
CP-000127,Hicks-Hill & Co,CH,ZR5S00WK8TEMPXKC5I76,2019-05-05,David Stokes,40384955,1A,ENT-000268,matched
CP-000180,Osborn-Cochran sa,IT,,2020-02-16,Mary Jackson,46790065,3B,ENT-000526,matched
CP-000355,"Bell, Campbell and Ryan GRP",AU,,2012-10-19,Mary Campbell,59265422,1A,ENT-000854,matched
CP-000990,"Harding, Kelly and Estrada Group",NO,,2018-11-25,Victoria Dixon,53152213,3B,,unmatched
CP-000644,Bryant grp. Group,DK,,2014-10-28,David Sullivan,41077967,NR,ENT-000148,matched
CP-000145,Adams plc SA,IT,YERB00L6SGW2NRV4EI15,2023-05-30,Curtis Watson,14714265,2B,ENT-000844,matched
CP-000523,"Wright, Garcia and Deleon Hldgs",DK,,2019-09-20,Cody Bailey,78515642,1A,ENT-000106,matched
CP-000839,Reyes Group,DK,,2011-09-11,Stephanie Knight,36055734,3B,ENT-000985,ambiguous
CP-000186,"Lee, Tran and",SG,977700TNQETMNI3GOM71,2022-02-22,Michael Brown,80564207,1A,ENT-000574,matched
CP-000590,Gilbert-Bullock L.L.C.,US,MCPS00ILN3OX5FL2MO93,2017-06-15,Eric Huerta,86148773,2A,ENT-000475,matched
CP-000798,"Hill,",NL,,2017-04-08,Toni Miller,33329797,2B,ENT-000607,ambiguous
CP-000893,"Soto,",DE,,2017-03-31,Stacie Butler,82839430,2B,ENT-000588,ambiguous
CP-000335,White-Preston hldgs,CH,WLF900YXAM97YOFCX719,2014-01-12,Jacob Williams,83985180,3B,ENT-000718,matched
CP-000685,Williams-Williams llc,US,,2010-10-16,James Jones,51534597,2B,ENT-000573,matched
CP-000153,"Marks, Cook and",ES,,2014-08-08,Steven Howard,92126538,2A,ENT-000440,matched
CP-000172,hawkins-hunt & co,DE,EJT100WT805QTDCJS938,2017-10-24,Susan Conley,38212316,1A,ENT-000765,matched
CP-000157,"Williams, Logan and Camacho",US,,2011-01-25,Jacob Santos,41915603,3B,ENT-000357,matched
CP-000105,Gross-Valencia G.m.b.H.,LU,Z5RK00SD085I4RZPCD45,2021-10-06,Alexa Buck,43060880,2B,ENT-000558,matched
CP-000890,Nolan,NO,,2014-11-17,Ryan Salazar,44386365,3A,ENT-000105,ambiguous
CP-000448,Graham Group inc,ES,,2018-07-17,Joanna Cook,9340560,2A,ENT-000411,matched
CP-000030,Simon Limited Partners,US,,2020-07-06,Stephen Davis,72696002,3A,ENT-000632,matched
CP-000785,"Adams,",NL,,2018-12-31,Katelyn Kim,95175692,1A,ENT-000018,ambiguous
CP-000535,Mcdonald-Bird N.V.,NL,CRPR00DVVKAP6ZPXVW68,2018-06-11,Christina Washington,40480007,3A,ENT-000533,matched
CP-000014,Ramirez-Stephenson Ltd,GB,,2020-05-29,Erica Johnson,27566847,2A,ENT-000987,matched
CP-000489,Hill Limited Group,BE,OY5U0004RIPWN3KE9O84,2019-05-22,Melinda Mitchell,53848842,3A,ENT-000674,matched
CP-000151,Chung-Stevens hldgs,GB,,2015-07-16,Nicholas Carlson,76293589,3A,ENT-000733,matched
CP-000095,Donovan-Perez nv,HK,,2020-10-16,Michele Hill,18981997,1B,ENT-000543,matched
CP-000841,Johnson and,CA,,2010-02-27,John Mayer,12938433,2A,ENT-000520,ambiguous
CP-000110,"Logan, Le and",US,P0NF00DD2PJ0MMUG8X45,2013-10-09,Michael Holloway,38795860,3B,ENT-000925,matched
CP-000920,Sims-Padilla Capital,SE,,2011-01-10,Mark Cruz,47145642,3B,,unmatched
CP-000113,Stewart-Bailey Corp,AU,,2014-08-13,Lisa Evans,99446427,3A,ENT-000606,matched
CP-000401,Hall-Sullivan cap,AU,Z7DS00ONKK1JXPP9YV34,2019-12-01,Kelly Mclaughlin,52747572,1B,ENT-000814,matched
CP-000539,Taylor Inc.,AT,FWI4005A4520SZORK664,2023-09-10,Timothy Clark,87143169,1B,ENT-000776,matched
CP-000280,"Cook, Wells and Bryant AB",DK,,2011-05-07,Kimberly Smith,72697478,1A,ENT-000580,matched
CP-000369,Mckinney-Wallace Inc.,HK,,2016-03-19,Andrew Moreno,41046544,2B,ENT-000838,matched
CP-000271,"Anderson, Roberts and Gilmore grp.",NL,6QDB00TFBSCIQUP06I24,2013-02-25,Samantha Zavala MD,69922750,2B,ENT-000261,matched
CP-000637,Medina and,HK,BNQA00NDTQYPICLKS482,2013-07-05,Lisa Joseph,57617981,2B,ENT-000841,matched
CP-000428,Herrera grp. Group,FR,DDVX00YLFU2FAW2XCH40,2017-10-21,William Moon IV,40042852,3B,ENT-000917,matched
CP-000928,Harrison PLC LLC,SG,,2022-07-01,Kim Carter,64662936,1A,,unmatched
CP-000075,"Estrada, Williams and Foster Cap.",FR,BO0600FHRXJPT2ZL1574,2012-03-21,Olivia Ayers,30691787,NR,ENT-000397,matched
CP-000257,Fisher-Washington gmbh,CH,TI1R00IMVN1BT9WNJS49,2013-09-11,Tracey Phillips,37504073,NR,ENT-000773,matched
CP-000686,Li-Thompson Hldg,NO,0T7D00VO342P0KQD8U58,2022-03-07,Joshua Carter,58145967,3B,ENT-000492,matched
CP-000116,"Brown, Valdez and Lucas",ES,,2012-07-21,Stephanie Evans,27981659,2A,ENT-000060,matched
CP-000420,"Henderson, Cox and Cox G.m.b.H.",ES,,2014-11-20,Susan Porter,91287174,2B,ENT-000446,matched
CP-000858,Marshall-Peterson LLC,JP,,2015-05-06,April Finley,78325298,2B,ENT-000556,ambiguous
CP-000037,"Lopez, Jacobs and",NO,,2021-02-18,Sean Curtis,42239024,2A,ENT-000431,matched
CP-000680,"Tran, Jordan and Williams grp.",FR,AO4N005PP3XVKVZRGO50,2019-12-22,Amber Butler,85140154,3B,ENT-000103,matched
CP-000042,Gregory-Watkins Grp,NO,DSFE00RFXIOKPG3DP430,2021-10-11,Anna Wheeler,3167430,NR,ENT-000396,matched
CP-000688,"Kim, Gonzales and Mills & Ptnrs",IT,GAGU00VB99RWTF07GB12,2022-04-30,Kelly Dominguez,78667993,2B,ENT-000434,matched
CP-000352,Smith plc Group,AT,LXOU00N91FY6YO8DJE55,2017-04-03,Kenneth Brown,45921717,3A,ENT-000618,matched
CP-000827,"Turner, Ortiz",NO,,2012-12-14,Shannon Rogers,62708212,2A,ENT-000331,ambiguous
CP-000571,Novak and Sons L.L.C.,US,WN2Y008FV2BC2NNUVY57,2021-12-06,Angela Brown,52250268,2B,ENT-000067,matched
CP-000840,Doyle Ltd,NL,,2021-03-21,Stephanie Dominguez,94548319,1A,ENT-000001,ambiguous
CP-000711,David-Powers,LU,,2020-05-15,Michael Marsh,37314819,1B,ENT-000688,ambiguous
CP-000034,Ruiz Limited SRL,JP,,2020-07-29,James Oconnor,91275398,NR,ENT-000249,matched
CP-000627,"Ferrell, Rice and",SG,CITF00OYQBKK4CIJ2V35,2018-07-10,Emily Grant,92544682,3B,ENT-000032,matched
CP-000434,"Leach, Harris and",AU,,2019-03-22,Kevin Nguyen,29931718,2B,ENT-000653,matched
CP-000299,"Jones, Compton and Day nv",SG,,2014-01-04,Monica Brooks,64388929,NR,ENT-000537,matched
CP-000076,"Mckinney, Graves and",GB,,2011-04-25,Kristine Garcia,94754824,3A,ENT-000529,matched
CP-000498,Oconnor plc Partners,US,,2012-08-24,Mrs. Raven Rivera DVM,89798735,3B,ENT-000947,matched
CP-000493,Moore-Dawson cap,NO,KVNI00JWAQLCAUDF9M41,2021-10-12,Chelsea Smith,96984273,1B,ENT-000760,matched
CP-000274,"Washington, Hardy and Bray sa",FR,K0UC00C1M3O55IXVA158,2022-12-04,Erica Moon,51240399,1A,ENT-000214,matched
CP-000251,Stanley P.L.C. Group,NL,P9LB00SMWPQ82K8RYQ29,2017-09-06,Jasmine Frye,76620840,1A,ENT-000451,matched
CP-000131,Miller ltd. Corp,US,48C100CQG433E1I1P014,2015-08-09,David Carter,20782411,2A,ENT-000204,matched
CP-000143,"Soto, Carlson and",DE,6HFH004N6V3RZKDU6F63,2014-02-15,Lucas Schultz,43494568,3B,ENT-000588,matched
CP-000800,Diaz-Ball Inc,JP,,2010-09-02,Greg Osborne,64480388,3A,ENT-000455,ambiguous
CP-000054,Wood llc Capital,GB,2J4R0040E0GZGXRDCQ57,2023-07-15,Matthew Davis MD,90764324,3B,ENT-000944,matched
CP-000268,Moore-Ayala AB,IT,,2013-03-25,Anna Walker,32716985,1B,ENT-000931,matched
CP-000159,Acosta inc GmbH,CH,,2022-03-17,Amber Vang,4526551,3B,ENT-000504,matched
CP-000631,Shaw-Carr grp.,NO,IBCL00TRH9VGKY5CGA32,2016-09-07,Timothy Shannon,91570502,NR,ENT-000595,matched
CP-000706,Thornton,SE,,2017-07-17,Maria Olson,88952629,1A,ENT-000597,ambiguous
CP-000946,Griffin Inc AB,AU,,2012-01-28,Lee Lee,67391486,3A,,unmatched
CP-000338,Chavez plc & Co,CH,ZDVY00B4XZ3MSKZO3I49,2019-08-17,Mrs. Michele Boyd,69881516,1A,ENT-000657,matched
CP-000743,Wheeler PLC,SE,,2011-05-12,Robert Marquez,1360296,2B,ENT-000885,ambiguous
CP-000955,Collier LLC PLC,CA,P8OV005NWVSJJCAXOD16,2020-03-24,Amanda Mckenzie,62985745,1A,,unmatched
CP-000814,Valentine-Holland Partners,US,,2016-12-12,Grace Miller,40421295,1A,ENT-000266,ambiguous
CP-000875,Johnson-Wood,GB,,2023-06-28,Brittany Riley,8933609,2B,ENT-000426,ambiguous
CP-000756,Bruce-Villegas NV,SG,,2023-01-02,Rebecca Patel,96484305,2A,ENT-000381,ambiguous
CP-000322,Donaldson and Sons ag,CH,174G00U65S6Y5H3O0S91,2018-08-16,Bernard Smith,32643232,3B,ENT-000869,matched
CP-000402,"Evans, Hayden and Vaughn hldgs",DK,E6BG00GRMQDZPJL9R945,2015-04-02,Brandon Mitchell,11352313,3A,ENT-000304,matched
CP-000141,Warner-Gibson hldgs,DK,,2010-06-06,Philip Jackson,74715922,1B,ENT-000236,matched
CP-000782,Strickland-Shaw,JP,,2014-04-27,Tim Larsen,91960073,NR,ENT-000460,ambiguous
CP-000229,Blair plc AB,FR,HOCN009J2QP89UZFK884,2012-05-20,Janice Petty,77470376,1B,ENT-000010,matched
CP-000191,"Brown, Harris and Dougherty ag",JP,,2010-09-19,Bianca Knapp,272983,2A,ENT-000398,matched
CP-000668,"Duran, Obrien and Gibbs",CH,EEQN00SN2S8NN16UXF28,2019-01-31,Michael Barnes,93238190,1B,ENT-000227,matched
CP-000341,"Long, Anderson and Irwin",SE,,2010-03-10,Matthew Houston,82358413,2B,ENT-000670,matched
CP-000567,Bell-Lewis Hldg,DE,,2019-01-24,Morgan Cummings,46149222,3A,ENT-000894,matched
CP-000750,Orr,AT,,2016-10-11,Michael Ortega,72959442,2A,ENT-000980,ambiguous
CP-000888,Nunez-Stephens,CA,,2010-04-05,Michael Tran,85212080,1A,ENT-000672,ambiguous
CP-000418,White Limited BV,CA,RM3W00P8DJKLUYLUYH27,2011-03-15,Karen Gomez,98233865,3A,ENT-000453,matched
CP-000193,Sullivan plc Group,CH,7IA4001SASCEBFE54U45,2017-10-13,Ernest Bush,89625082,1A,ENT-000644,matched
CP-000241,"Hoffman, Santiago and",IT,,2011-05-06,Donna Boone,21021814,1B,ENT-000374,matched
CP-000013,Hunter-Fuller L.L.C.,LU,171700HV0EHLITSJ8B30,2014-09-15,Mitchell Sellers,48764468,2B,ENT-000913,matched
CP-000289,Rodriguez-Hall nv,NL,WWN600MBYPJDFAW1LX92,2019-07-08,Jessica Smith,69538761,2B,ENT-000327,matched
CP-000329,Reed Grp Group,BE,WYMX009DJOYOHAZ7T081,2013-03-19,Jonathan Bates,66605859,1A,ENT-000190,matched
CP-000513,Smith-Bowen A.G.,AT,I4E800XF7KZORQQFGV27,2022-08-10,Richard Alvarez,23802186,2B,ENT-000036,matched
CP-000202,"Hicks, Bullock and Bailey cap",FR,,2010-07-24,John Allen,90520950,1B,ENT-000415,matched
CP-000195,Torres and Sons,NO,,2016-06-27,Vanessa Santiago,15892082,3B,ENT-000542,matched
CP-000152,"ferguson, shaw and jackson ab",DK,,2015-01-29,Stephen Cowan,31188021,2A,ENT-000546,matched
CP-000160,Santana-Byrd S.A.,IT,RIH8003J0NPHH30GG213,2016-07-19,Martha Smith,19478283,1A,ENT-000302,matched
CP-000597,"Mccall, Hanson and Alvarado Incorporated",JP,VFFQ00OT8HLJEFY3ZB51,2012-04-23,Jerry Johnson,3174636,2B,ENT-000128,matched
CP-000761,Burgess Group,FR,,2019-05-20,Cynthia Bates,45924683,2B,ENT-000702,ambiguous
CP-000619,Donovan-Harris & Co,ES,H8LX006DUT076G5G7960,2010-03-16,Tyler Salazar,37606097,2B,ENT-000082,matched
CP-000547,Dean-Jimenez plc,GB,7ZVK00Y2REFJQIGYVZ88,2018-10-20,Mario White,59759268,3A,ENT-000259,matched
CP-000520,"Anderson, Dalton and Wilson Incorporated",JP,TT1E0032WITPBD7X9Z58,2021-05-29,Corey Norris,61213260,1B,ENT-000669,matched
CP-000503,Turner-Sharp Hldgs,SE,,2014-06-24,Jessica Rojas,42822315,2B,ENT-000641,matched
CP-000002,Bowen GRP Holdings,SE,,2021-09-30,Robert Stark,60016247,2A,ENT-000285,matched
CP-000026,Duran llc Group,BE,G4WF00EOJGFAH5NSZ938,2010-09-13,Amanda Guzman,98995469,3B,ENT-000399,matched
CP-000323,Gomez and Sons Hldg,AT,ZQG600PKISB8363DHT34,2015-05-21,Amanda Perkins,21006603,1A,ENT-000986,matched
CP-000906,Gonzalez-Rhodes GmbH,ES,UNZQ00BIB6OE3L3RD851,2021-12-26,Richard Nguyen,67028515,1A,,unmatched
CP-000096,"Burns, Nolan and Griffin Hldg",SE,DFLD009CBA7263RJK419,2020-07-07,Kathy Reid,32473360,1B,ENT-000656,matched
CP-000397,"Daniels, Vance and",IT,,2020-08-18,Kyle Black,25128516,3A,ENT-000528,matched
CP-000476,Matthews Incorporated Holdings,DK,,2017-06-20,Kristy Mills,67681598,1B,ENT-000911,matched
CP-000876,"Stanton, Reid",IT,,2020-10-31,Amanda Thomas,30708959,2B,ENT-000867,ambiguous
CP-000100,King-York nv,NL,BRBJ00EQVVIAA2UAQE61,2016-05-27,Nicole Barker,32830364,2B,ENT-000439,matched
CP-000809,"Ortega, Jackson",US,,2013-07-30,Casey Campbell,69811961,2B,ENT-000797,ambiguous
CP-000896,"Choi,",JP,,2013-10-14,Todd Bishop,22402166,2B,ENT-000231,ambiguous
CP-000215,Murray-Oconnor & Ptnrs,LU,GWJ700PUM32YP15I3I24,2016-10-05,Glenn Gallegos,68857564,1A,ENT-000716,matched
CP-000500,"Diaz, Gibbs and",NO,,2022-02-03,John Lee,83320526,3B,ENT-000324,matched
CP-000773,"Huber,",ES,,2014-08-08,Jessica Haas,76537408,3A,ENT-000545,ambiguous
CP-000892,Durham-Shaw,CA,,2022-11-26,Christopher Davis,72403626,3B,ENT-000996,ambiguous
CP-000223,Gibson Limited Capital,SE,BPJ400UFZDY3O1ICNS78,2023-06-17,Patricia Hayes,12266283,2B,ENT-000142,matched
CP-000832,"Burke, Martinez",JP,,2016-07-22,Megan Decker,98742583,3A,ENT-000189,ambiguous
CP-000538,"Hernandez, Martinez and Weber S.A.",ES,,2010-06-28,Jacob Obrien,10765796,NR,ENT-000362,matched
CP-000488,"Holder, Young and Hendricks",IE,107R00925DSIUAZ71U31,2020-05-03,Phillip Kent,64988253,3B,ENT-000682,matched
CP-000387,Perez Inc P.L.C.,HK,CKJL00TEIYZCOTOHP684,2017-09-14,James Morgan,3208433,3B,ENT-000022,matched
CP-000073,Blake and Sons,FR,,2011-06-06,Lisa Mills,59417988,1A,ENT-000006,matched
CP-000862,Hernandez-Dawson Holdings,NL,,2020-01-31,Joseph Woodward,31726318,NR,ENT-000970,ambiguous
CP-000426,Burton LTD Holdings,GB,QPGB007R3OCWBFUK9E63,2018-12-19,John Oliver,60845479,NR,ENT-000030,matched
CP-000641,Jackson-Meza plc,SG,163L00RITJTABTD5OA38,2022-09-09,Patrick Mcneil,27821987,2A,ENT-000408,matched
CP-000684,Taylor plc Holdings,BE,RBOO00703B95OHS7AU39,2011-09-30,Anna Evans,61855903,2A,ENT-000963,matched
CP-000796,"Mckee,",DK,,2015-09-28,Dr. Julie Miller,22476590,2A,ENT-000102,ambiguous
CP-000820,"Woods, Calhoun",JP,,2011-10-12,Eric Reese,20241113,1A,ENT-000076,ambiguous
CP-000461,Coffey-Phillips grp.,US,B7FU0099259P5Z5ZLM45,2023-02-01,Heidi Matthews,53851321,3B,ENT-000320,matched
CP-000321,Luna-Gallagher B.V.,NL,A6U4008GWGHM56VU6Z32,2023-06-18,Deborah Mercado,25184092,1A,ENT-000572,matched
CP-000894,"Duran, Obrien",CH,,2020-10-17,Patricia Schwartz,64077067,NR,ENT-000227,ambiguous
CP-000883,"Mendoza,",AU,,2017-06-13,Robert Hendrix,20005627,2B,ENT-000536,ambiguous
CP-000439,Edwards-Williams S.A.S,LU,TFXD00TUMW7HU3D35177,2021-12-16,Christopher Anderson,81524009,2A,ENT-000709,matched
CP-000935,"Wilkinson, Wallace and Torres SRL",SG,VNFF002WCFIE6KN0Q423,2014-02-20,Richard Jackson,48341304,1A,,unmatched
CP-000620,Ramirez-Bean N.V.,BE,,2022-12-14,Crystal Allen,82697413,1A,ENT-000174,matched
CP-000674,"Taylor, Wright and Davidson AB",SE,47LZ00N9UHJPKHF33G84,2017-01-16,Karen Ortiz,20453937,1B,ENT-000462,matched
CP-000055,"Mcclain, Miller and Henderson Hldg",SE,,2011-01-02,Stephen Wood,41865823,2A,ENT-000002,matched
CP-000653,"Hernandez, Cole and Watson",IT,6YJM00K3TGMALWVMB041,2021-11-26,Ronald Murray,46945230,2B,ENT-000517,matched
CP-000877,Wagner-King AB,NO,,2012-11-10,Kaitlin Hardin,38752540,1B,ENT-000096,ambiguous
CP-000745,Jones-Hensley &,SG,,2015-03-26,Julie Anderson,10841296,3B,ENT-000403,ambiguous
CP-000625,Bailey L.L.C. GmbH,CH,5FNS00CQQAVAQDMFZT33,2011-04-07,Brandy Forbes,75852409,2A,ENT-000807,matched
CP-000214,Taylor and Sons,AU,109D00CNWMBXEK0Q9284,2016-04-29,Ashley Malone,90738858,1B,ENT-000322,matched
CP-000527,"Shields, Cochran and Adams Grp",NL,W58R00HNUXORZPGU2H14,2012-02-25,Aaron Little,51687851,2B,ENT-000111,matched
CP-000593,Wright Plc Inc,IE,YAGS001KWQJL8EZ31T68,2019-02-19,James Todd,48493887,3A,ENT-000900,matched
CP-000349,Sheppard L.L.C. SAS,LU,,2020-01-15,Mr. Daniel Martin,86480028,2B,ENT-000222,matched
CP-000255,Gill ltd. Holdings,LU,9F3L00Z0WF1HWJHBAE63,2014-12-13,Michele Holland,33507750,2B,ENT-000650,matched
CP-000265,"Wise, Conley and Stephenson",ES,Y0A9004XFRI09M0G8W45,2017-09-26,Heather Bowers,66235332,3B,ENT-000450,matched
CP-000976,Johnson-Thomas BV,BE,,2010-06-21,Destiny Riley,55217946,1B,,unmatched
CP-000981,Zavala-Coleman Capital,DK,,2013-12-03,Jennifer Juarez,51174449,3A,,unmatched
CP-000772,Sanders and,IT,,2023-05-16,Susan Torres,50375978,2B,ENT-000704,ambiguous
CP-000581,Gutierrez grp. Holdings,NL,QFGA00S0R778NRXVOB25,2011-04-20,Bradley Duncan,77588773,3A,ENT-000367,matched
CP-000363,"thompson, moore and castro & co",CH,8H7B00I8TJWOFC57PA17,2022-10-27,Jennifer Hernandez,3181333,2B,ENT-000813,matched
CP-000700,Lewis Inc,HK,,2017-05-15,Curtis Campbell,53868384,2A,ENT-000884,ambiguous
CP-000677,Bean llc LLC,US,8HBB00JCDIWZOD05JH36,2019-01-10,Amber Hernandez,6047363,1B,ENT-000447,matched
CP-000237,Mitchell-Jordan GRP,DK,44GV003Z6BZ8UUG95R49,2014-05-24,Miss Tina Gordon,91056557,3A,ENT-000134,matched
CP-000682,Powell L.L.C. BV,BE,FHV500BRN7ZSEDFQS321,2021-08-16,Linda Cobb,95779510,1B,ENT-000061,matched
CP-000351,"Holmes, Williams and Wright",US,,2016-07-15,Candace Soto,78050994,3A,ENT-000147,matched
CP-000655,"Burke, Martinez and Riggs & Ptrs",JP,,2017-03-14,Brenda Gallegos,97093093,NR,ENT-000189,matched
CP-000394,reid-poole & co,HK,,2019-09-04,Theresa Wilkins,5599946,NR,ENT-000193,matched
CP-000138,"Butler, Hernandez and Rivera Cap",SE,,2012-04-11,Eugene Baldwin,52934999,NR,ENT-000712,matched
CP-000436,Spencer-Lee cap,FR,QGU300OBYGHGK5BWIK62,2016-11-13,John Austin,87075241,2B,ENT-000131,matched
CP-000953,"Hatfield, Jones and Choi Holdings",DK,4AG100QICXBR8IYBAT61,2017-06-15,Ann Ortiz,39737541,2B,,unmatched
CP-000595,"Thomas, Ford and",DK,,2012-09-07,Tammy Melton,75042046,3B,ENT-000692,matched
